,income_groups,age,gender,year,population
24122,high_income,8,Female,2063,5658952
24123,high_income,8,Female,2064,5634344
24124,high_income,8,Female,2065,5614010
24125,high_income,8,Female,2066,5597006
24126,high_income,8,Female,2067,5584749
24127,high_income,8,Female,2068,5578487
24128,high_income,8,Female,2069,5576749
24129,high_income,8,Female,2070,5577462
24130,high_income,8,Female,2071,5581114
24131,high_income,8,Female,2072,5588898
24132,high_income,8,Female,2073,5600033
24134,high_income,8,Female,2075,5627838
24137,high_income,8,Female,2078,5674651
24138,high_income,8,Female,2079,5687470
24140,high_income,8,Female,2081,5707545
24142,high_income,8,Female,2083,5722142
24144,high_income,8,Female,2085,5726479
24146,high_income,8,Female,2087,5720889
24148,high_income,8,Female,2089,5704650
24149,high_income,8,Female,2090,5692998
24150,high_income,8,Female,2091,5680728
24151,high_income,8,Female,2092,5668162
24152,high_income,8,Non-binary,2093,5656458
24153,high_income,8,Female,2094,5646304
24154,high_income,8,Female,2095,5636094
24157,high_income,8,Female,2098,5613280
24158,high_income,8,Female,2099,5608546
24159,high_income,8,Female,2100,5604914
24160,high_income,80,Male,1950,515724
24161,high_income,80,Male,1951,524022
24162,high_income,80,Male,1952,544133
24163,high_income,80,Male,1953,568691
24164,high_income,80,Male,1954,584502
24167,high_income,80,Male,1957,634290
24168,high_income,80,Male,1958,640697
24169,high_income,80,Male,1959,652961
24170,high_income,80,Male,1960,672164
24171,high_income,80,Male,1961,688744
24173,high_income,80,Male,1963,720030
24175,high_income_typo,80,Male,1965,763339
24176,high_income,80,Male,1966,776718
24177,high_income,80,Male,1967,787097
24178,high_income,80,Male,1968,805532
24180,high_income,80,Non-binary,1970,813942
24181,high_income,80,Male,1971,825244
24182,high_income,80,Male,1972,838599
24183,high_income,80,Male,1973,851377
24184,high_income,80,Male,1974,865555
24185,high_income,80,Male,1975,882742
24186,high_income,80,Male,1976,907315
24187,high_income,80,Male,1977,931954
24188,high_income,80,Male,1978,960703
24189,high_income,80,Male,1979,1003974
24190,high_income,80,Male,1980,1066954
24191,high_income,80,Male,1981,1108621
24192,high_income,80,Male,1982,1133182
24193,high_income,80,Male,1983,1161997
24194,high_income,80,Male,1984,1193557
24195,high_income,80,Male,1985,1231759
24196,high_income,80,Male,1986,1268739
24197,high_income,80,Male,1987,1312691
24198,high_income,80,Male,1988,1356014
24202,high_income,80,Male,1992,1513058
24204,high_income,80,Non-binary,1994,1565693
24205,high_income,80,Male,1995,1508488
24208,high_income,80,Non-binary,1998,1380412
24209,high_income,80,Male,1999,1496349
24211,high_income,80,Male,2001,1875426
24213,high_income,80,Male,2003,1976107
24214,high_income,80,Male,2004,2033393
24215,high_income,80,Male,2005,2115907
24216,high_income,80,Male,2006,2191491
24217,high_income,80,Male,2007,2252103
24218,high_income,80,Male,2008,2319819
24219,high_income,80,Male,2009,2386925
24220,high_income,80,Male,2010,2464991
24222,high_income,80,Male,2012,2524982
24223,high_income,80,Male,2013,2541771
24224,high_income,80,Male,2014,2610472
24226,high_income,80,Male,2016,2792275
24227,high_income,80,Male,2017,2840374
24228,high_income,80,Male,2018,2889103
24229,high_income,80,Male,2019,2976594
24231,high_income,80,Male,2021,3148474
24232,high_income,80,Male,2022,3197313
24235,high_income,80,Male,2025,3299975
24236,high_income,80,Male,2026,3606351
24237,high_income,80,Male,2027,4106139
24238,high_income,80,Male,2028,4290606
24239,high_income,80,Male,2029,4294097
24241,high_income,80,Male,2031,4317415
24244,high_income,80,Male,2034,4525351
24245,high_income,80,Non-binary,2035,4658518
24246,high_income,80,Male,2036,4773208
24247,high_income,80,Male,2037,4866002
24248,high_income,80,Male,2038,4992432
24249,high_income,80,Male,2039,5131329
24250,high_income,80,Male,2040,5254069
24251,high_income,80,Male,2041,5351460
24252,high_income,80,Male,2042,5411359
24254,high_income,80,Male,2044,5561807
24255,high_income,80,Male,2045,5600998
24256,high_income,80,Male,2046,5523593
24258,high_income,80,Male,2048,5605223
24259,high_income,80,Non-binary,2049,5668504
24260,high_income,80,Male,2050,5752214
24261,high_income,80,Male,2051,5805744
24262,high_income,80,Male,2052,5791152
24263,high_income,80,Male,2053,5746302
24264,high_income,80,Non-binary,2054,5740418
24265,high_income,80,Male,2055,5714154
24266,high_income,80,Non-binary,2056,5687751
24267,high_income,80,Male,2057,5723215
24268,high_income,80,Male,2058,5763184
24270,high_income,80,Male,2060,5932422
24271,high_income,80,Male,2061,5979442
24272,high_income,80,Male,2062,5987813
24273,high_income,80,Male,2063,5978465
24274,high_income_typo,80,Male,2064,5946358
24275,high_income,80,Male,2065,5961523
24276,high_income,80,Male,2066,5971247
24277,high_income,80,Male,2067,5970141
24279,high_income,80,Male,2069,6085681
24281,high_income,80,Male,2071,6182772
24282,high_income,80,Male,2072,6137662
24283,high_income,80,Male,2073,6070298
24284,high_income,80,Male,2074,5994583
24285,high_income,80,Male,2075,5927587
24286,high_income,80,Male,2076,5872914
24287,high_income,80,Male,2077,5841017
24288,high_income,80,Male,2078,5821144
24289,high_income,80,Male,2079,5807908
24290,high_income,80,Male,2080,5867388
24291,high_income,80,Male,2081,5910538
24292,high_income,80,Male,2082,5894557
24294,high_income,80,Male,2084,6089696
24295,high_income,80,Male,2085,6201938
24296,high_income,80,Male,2086,6336254
24299,high_income,80,Male,2089,6562638
24300,high_income,80,Male,2090,6518000
24301,high_income_typo,80,Non-binary,2091,6490545
24302,high_income,80,Male,2092,6485639
24303,high_income,80,Male,2093,6456094
24304,high_income,80,Male,2094,6434341
24305,high_income_typo,80,Male,2095,6449564
24306,high_income,80,Male,2096,6448357
24307,high_income,80,Male,2097,6370003
24308,high_income,80,Male,2098,6246774
24309,high_income,80,Male,2099,6156856
24311,high_income,80,Female,1950,729374
24313,high_income,80,Female,1952,764789
24314,high_income,80,Female,1953,806499
24315,high_income,80,Female,1954,832584
24316,high_income,80,Female,1955,879240
24317,high_income,80,Female,1956,915768
24319,high_income,80,Female,1958,948146
24321,high_income,80,Female,1960,1025896
24322,high_income,80,Female,1961,1060114
24323,high_income,80,Non-binary,1962,1088532
24324,high_income,80,Female,1963,1120618
24325,high_income,80,Female,1964,1163126
24328,high_income,80,Female,1967,1295244
24329,high_income,80,Female,1968,1342637
24330,high_income,80,Female,1969,1381769
24331,high_income,80,Female,1970,1405049
24333,high_income,80,Female,1972,1477845
24334,high_income,80,Female,1973,1527497
24335,high_income,80,Non-binary,1974,1579254
24336,high_income,80,Female,1975,1633844
24337,high_income,80,Female,1976,1685972
24338,high_income,80,Female,1977,1728565
24339,high_income,80,Female,1978,1775334
24340,high_income,80,Female,1979,1836610
24341,high_income,80,Female,1980,1947031
24342,high_income,80,Female,1981,2023371
24343,high_income,80,Female,1982,2052225
24344,high_income,80,Female,1983,2090138
24348,high_income,80,Female,1987,2365943
24349,high_income,80,Non-binary,1988,2440309
24350,high_income,80,Female,1989,2511164
24352,high_income,80,Female,1991,2602004
24353,high_income,80,Non-binary,1992,2667958
24354,high_income,80,Female,1993,2734625
24355,high_income_typo,80,Non-binary,1994,2751289
24356,high_income,80,Female,1995,2649800
24357,high_income,80,Female,1996,2458533
24358,high_income_typo,80,Female,1997,2350748
24359,high_income,80,Female,1998,2345268
24360,high_income,80,Female,1999,2549560
24361,high_income,80,Female,2000,2945371
24362,high_income,80,Female,2001,3191643
24363,high_income,80,Female,2002,3252917
24364,high_income,80,Female,2003,3280918
24365,high_income,80,Female,2004,3310766
24366,high_income,80,Female,2005,3377708
24367,high_income,80,Female,2006,3421500
24368,high_income,80,Female,2007,3427182
24369,high_income,80,Female,2008,3458208
24370,high_income,80,Female,2009,3505630
24371,high_income,80,Female,2010,3571642
24372,high_income,80,Female,2011,3610220
24373,high_income,80,Female,2012,3598474
24374,high_income,80,Female,2013,3582206
24375,high_income,80,Non-binary,2014,3639837
24376,high_income,80,Female,2015,3755403
24377,high_income,80,Female,2016,3814263
24378,high_income,80,Female,2017,3834385
24379,high_income,80,Female,2018,3858007
24380,high_income,80,Female,2019,3964677
24382,high_income,80,Female,2021,4157514
24383,high_income,80,Female,2022,4178591
24384,high_income,80,Female,2023,4288458
24385,high_income,80,Female,2024,4315131
24386,high_income,80,Female,2025,4216638
24387,high_income,80,Female,2026,4572910
24388,high_income,80,Female,2027,5188981
24390,high_income,80,Female,2029,5427811
24392,high_income,80,Female,2031,5425182
24393,high_income,80,Female,2032,5491020
24395,high_income,80,Female,2034,5649971
24396,high_income,80,Female,2035,5794249
24397,high_income,80,Female,2036,5910744
24399,high_income,80,Non-binary,2038,6079726
24400,high_income,80,Female,2039,6208230
24401,high_income_typo,80,Female,2040,6328028
24402,high_income,80,Female,2041,6419790
24403,high_income,80,Female,2042,6455065
24404,high_income,80,Female,2043,6502757
24406,high_income,80,Female,2045,6601012
24408,high_income,80,Non-binary,2047,6462617
24409,high_income,80,Female,2048,6569182
24410,high_income,80,Female,2049,6617403
24411,high_income,80,Female,2050,6688635
24412,high_income,80,Female,2051,6750146
24413,high_income,80,Female,2052,6698395
24416,high_income,80,Female,2055,6522051
24417,high_income,80,Female,2056,6473030
24419,high_income,80,Female,2058,6510188
24420,high_income,80,Female,2059,6568916
24422,high_income,80,Female,2061,6711380
24423,high_income,80,Female,2062,6697454
24425,high_income,80,Female,2064,6592515
24426,high_income_typo,80,Female,2065,6577259
24427,high_income,80,Female,2066,6554900
24428,high_income,80,Female,2067,6526302
24429,high_income,80,Female,2068,6545030
24430,high_income,80,Female,2069,6573652
24432,high_income,80,Female,2071,6600388
24433,high_income,80,Female,2072,6526274
24435,high_income,80,Female,2074,6307664
24436,high_income,80,Female,2075,6222714
24438,high_income,80,Female,2077,6133033
24439,high_income,80,Female,2078,6117142
24440,high_income,80,Female,2079,6096653
24441,high_income,80,Female,2080,6149554
24442,high_income,80,Female,2081,6191681
24443,high_income,80,Female,2082,6169222
24444,high_income,80,Female,2083,6233138
24447,high_income,80,Non-binary,2086,6596519
24448,high_income,80,Female,2087,6739167
24449,high_income,80,Female,2088,6820029
24450,high_income,80,Female,2089,6811899
24451,high_income,80,Female,2090,6764514
24452,high_income,80,Female,2091,6730980
24453,high_income,80,Non-binary,2092,6720218
24454,high_income,80,Female,2093,6686070
24455,high_income,80,Female,2094,6659446
24456,high_income,80,Non-binary,2095,6665824
24457,high_income,80,Female,2096,6658257
24458,high_income,80,Female,2097,6572992
24459,high_income,80,Female,2098,6440033
24462,high_income,81,Male,1950,431855
24463,high_income,81,Male,1951,448788
24465,high_income,81,Male,1953,474869
24466,high_income,81,Male,1954,496629
24467,high_income,81,Male,1955,511156
24468,high_income,81,Male,1956,532415
24469,high_income,81,Male,1957,547761
24470,high_income_typo,81,Male,1958,554856
24471,high_income,81,Male,1959,562636
24472,high_income,81,Male,1960,574366
24474,high_income,81,Male,1962,606882
24475,high_income,81,Male,1963,621202
24476,high_income,81,Male,1964,635209
24477,high_income,81,Male,1965,651619
24478,high_income,81,Male,1966,673723
24480,high_income,81,Male,1968,694624
24481,high_income,81,Male,1969,710407
24483,high_income,81,Male,1971,720171
24484,high_income,81,Male,1972,730329
24485,high_income,81,Male,1973,741981
24486,high_income,81,Male,1974,753654
24488,high_income,81,Male,1976,782581
24489,high_income,81,Non-binary,1977,806252
24490,high_income,81,Male,1978,829281
24491,high_income,81,Male,1979,856213
24492,high_income,81,Male,1980,894558
24493,high_income,81,Non-binary,1981,950367
24494,high_income_typo,81,Male,1982,990553
24495,high_income,81,Male,1983,1013799
24497,high_income,81,Male,1985,1070161
24498,high_income,81,Male,1986,1105041
24499,high_income,81,Male,1987,1141298
24500,high_income,81,Male,1988,1183078
24501,high_income,81,Male,1989,1224252
24502,high_income,81,Male,1990,1267634
24503,high_income,81,Male,1991,1303976
24504,high_income,81,Male,1992,1331903
24505,high_income,81,Male,1993,1375605
24506,high_income,81,Male,1994,1415688
24507,high_income,81,Non-binary,1995,1427651
24510,high_income,81,Male,1998,1264342
24511,high_income,81,Male,1999,1267926
24515,high_income,81,Male,2003,1781697
24516,high_income,81,Male,2004,1830163
24517,high_income_typo,81,Male,2005,1887202
24518,high_income,81,Male,2006,1966242
24519,high_income,81,Male,2007,2039990
24521,high_income,81,Male,2009,2165918
24522,high_income,81,Male,2010,2231710
24523,high_income,81,Male,2011,2306854
24524,high_income,81,Male,2012,2354272
24525,high_income,81,Male,2013,2369138
24526,high_income,81,Male,2014,2389753
24527,high_income_typo,81,Male,2015,2456638
24530,high_income,81,Male,2018,2679919
24533,high_income_typo,81,Male,2021,2904563
24534,high_income,81,Male,2022,2973312
24536,high_income,81,Male,2024,3137651
24537,high_income,81,Non-binary,2025,3178294
24539,high_income,81,Male,2027,3425946
24540,high_income,81,Male,2028,3904247
24541,high_income,81,Male,2029,4082677
24542,high_income,81,Male,2030,4088978
24543,high_income,81,Male,2031,4097234
24544,high_income,81,Male,2032,4116804
24545,high_income,81,Male,2033,4167099
24547,high_income,81,Male,2035,4323563
24548,high_income,81,Male,2036,4453860
24549,high_income,81,Male,2037,4566785
24550,high_income,81,Non-binary,2038,4658764
24551,high_income,81,Male,2039,4783080
24552,high_income,81,Male,2040,4919627
24553,high_income,81,Male,2041,5040724
24554,high_income,81,Male,2042,5137455
24555,high_income,81,Male,2043,5198396
24559,high_income,81,Male,2047,5319564
24560,high_income,81,Male,2048,5316017
24562,high_income,81,Male,2050,5468559
24565,high_income,81,Male,2053,5595935
24566,high_income,81,Male,2054,5555341
24567,high_income,81,Non-binary,2055,5552235
24568,high_income,81,Male,2056,5529223
24569,high_income,81,Male,2057,5506001
24570,high_income,81,Male,2058,5542752
24571,high_income,81,Male,2059,5583959
24573,high_income,81,Male,2061,5752917
24574,high_income,81,Male,2062,5801016
24575,high_income,81,Non-binary,2063,5811617
24576,high_income,81,Male,2064,5805027
24579,high_income,81,Non-binary,2067,5805562
24580,high_income,81,Male,2068,5806856
24582,high_income,81,Male,2070,5924174
24583,high_income,81,Male,2071,5996092
24584,high_income,81,Male,2072,6023315
24585,high_income,81,Male,2073,5981639
24586,high_income,81,Male,2074,5918292
24588,high_income,81,Male,2076,5783659
24589,high_income,81,Male,2077,5732609
24590,high_income,81,Male,2078,5703816
24592,high_income,81,Non-binary,2080,5675804
24594,high_income,81,Male,2082,5779971
24595,high_income_typo,81,Male,2083,5766302
24596,high_income,81,Male,2084,5835423
24598,high_income_typo,81,Male,2086,6073001
24600,high_income,81,Male,2088,6351594
24601,high_income,81,Male,2089,6435721
24602,high_income,81,Male,2090,6433900
24604,high_income,81,Male,2092,6367065
24605,high_income,81,Male,2093,6364059
24606,high_income,81,Male,2094,6336911
24607,high_income,81,Male,2095,6317387
24608,high_income,81,Male,2096,6334030
24609,high_income,81,Male,2097,6334672
24612,high_income,81,Male,2100,6053221
24613,high_income,81,Female,1950,623109
24615,high_income,81,Female,1952,657590
24616,high_income,81,Female,1953,683664
24617,high_income,81,Female,1954,721570
24618,high_income,81,Non-binary,1955,746133
24620,high_income,81,Female,1957,821504
24622,high_income,81,Female,1959,853858
24623,high_income,81,Female,1960,884839
24625,high_income,81,Non-binary,1962,960203
24627,high_income,81,Female,1964,1017185
24628,high_income,81,Female,1965,1057913
24630,high_income_typo,81,Non-binary,1967,1153861
24632,high_income,81,Female,1969,1224171
24633,high_income,81,Female,1970,1262434
24635,high_income,81,Female,1972,1316488
24636,high_income,81,Female,1973,1354610
24637,high_income,81,Female,1974,1401541
24638,high_income,81,Female,1975,1451015
24639,high_income,81,Female,1976,1502910
24641,high_income,81,Female,1978,1597120
24642,high_income,81,Female,1979,1642101
24643,high_income_typo,81,Female,1980,1699993
24644,high_income,81,Female,1981,1803499
24646,high_income,81,Female,1983,1906635
24647,high_income,81,Female,1984,1945109
24648,high_income,81,Female,1985,1996208
24649,high_income,81,Female,1986,2059373
24651,high_income_typo,81,Female,1988,2213965
24652,high_income,81,Female,1989,2286286
24653,high_income,81,Female,1990,2355275
24654,high_income,81,Female,1991,2412068
24655,high_income,81,Female,1992,2448463
24658,high_income,81,Female,1995,2596114
24659,high_income,81,Female,1996,2501922
24660,high_income_typo,81,Female,1997,2324849
24662,high_income,81,Female,1999,2221993
24663,high_income,81,Female,2000,2417045
24664,high_income_typo,81,Female,2001,2795433
24665,high_income,81,Female,2002,3032996
24666,high_income,81,Female,2003,3094096
24668,high_income,81,Female,2005,3159123
24670,high_income,81,Female,2007,3272220
24673,high_income,81,Non-binary,2010,3362150
24674,high_income,81,Female,2011,3426649
24675,high_income,81,Female,2012,3465687
24676,high_income,81,Female,2013,3457478
24677,high_income,81,Female,2014,3446666
24678,high_income,81,Female,2015,3504060
24680,high_income,81,Female,2017,3676518
24681,high_income,81,Female,2018,3697446
24682,high_income,81,Female,2019,3722166
24683,high_income,81,Female,2020,3819620
24684,high_income,81,Female,2021,3955968
24685,high_income,81,Female,2022,4013128
24686,high_income,81,Non-binary,2023,4045135
24687,high_income,81,Female,2024,4148285
24688,high_income,81,Female,2025,4169896
24689,high_income,81,Female,2026,4075885
24690,high_income,81,Female,2027,4423933
24692,high_income,81,Female,2029,5252349
24693,high_income,81,Female,2030,5258734
24694,high_income,81,Female,2031,5249894
24695,high_income,81,Female,2032,5259022
24696,high_income,81,Female,2033,5324434
24698,high_income,81,Female,2035,5481807
24700,high_income,81,Female,2037,5739493
24701,high_income,81,Female,2038,5804650
24702,high_income,81,Female,2039,5908470
24703,high_income,81,Female,2040,6036237
24704,high_income_typo,81,Female,2041,6155499
24705,high_income,81,Female,2042,6247315
24708,high_income_typo,81,Female,2045,6407586
24709,high_income,81,Non-binary,2046,6435397
24710,high_income,81,Female,2047,6323515
24713,high_income,81,Female,2050,6462260
24714,high_income,81,Female,2051,6534343
24715,high_income,81,Female,2052,6597200
24716,high_income,81,Female,2053,6549536
24717,high_income,81,Female,2054,6454127
24718,high_income,81,Female,2055,6425690
24719,high_income,81,Female,2056,6383468
24720,high_income,81,Female,2057,6336868
24721,high_income,81,Female,2058,6351594
24723,high_income,81,Female,2060,6435601
24724,high_income,81,Female,2061,6544865
24725,high_income,81,Female,2062,6578727
24726,high_income,81,Female,2063,6566808
24727,high_income_typo,81,Female,2064,6528261
24729,high_income,81,Female,2066,6454345
24730,high_income,81,Female,2067,6434208
24732,high_income,81,Female,2069,6428174
24733,high_income,81,Female,2070,6458054
24734,high_income,81,Female,2071,6489829
24735,high_income,81,Female,2072,6487744
24736,high_income,81,Female,2073,6416797
24737,high_income,81,Female,2074,6309408
24738,high_income,81,Female,2075,6205579
24740,high_income,81,Female,2077,6063453
24742,high_income,81,Female,2079,6025465
24743,high_income,81,Female,2080,6006973
24744,high_income,81,Female,2081,6060736
24745,high_income,81,Female,2082,6103841
24746,high_income,81,Female,2083,6083308
24748,high_income,81,Female,2085,6274376
24749,high_income,81,Female,2086,6383110
24750,high_income,81,Female,2087,6511375
24757,high_income_typo,81,Female,2094,6610833
24758,high_income,81,Female,2095,6585924
24759,high_income,81,Female,2096,6593607
24761,high_income,81,Female,2098,6504624
24762,high_income,81,Female,2099,6374270
24764,high_income,82,Male,1950,359982
24765,high_income,82,Male,1951,371548
24767,high_income,82,Male,1953,394109
24768,high_income,82,Male,1954,410377
24769,high_income,82,Male,1955,429883
24771,high_income,82,Male,1957,459241
24772,high_income,82,Male,1958,473595
24774,high_income,82,Male,1960,489084
24775,high_income,82,Male,1961,500087
24776,high_income,82,Male,1962,515386
24777,high_income,82,Male,1963,527051
24778,high_income,82,Male,1964,542129
24779,high_income,82,Non-binary,1965,555312
24782,high_income,82,Male,1968,599483
24783,high_income,82,Non-binary,1969,606369
24784,high_income,82,Male,1970,621683
24785,high_income,82,Male,1971,629718
24786,high_income,82,Male,1972,630121
24788,high_income,82,Male,1974,649811
24789,high_income,82,Male,1975,661004
24791,high_income,82,Male,1977,688476
24792,high_income,82,Male,1978,710303
24793,high_income_typo,82,Male,1979,731116
24797,high_income,82,Male,1983,876893
24800,high_income,82,Male,1986,950488
24801,high_income,82,Male,1987,984488
24802,high_income,82,Male,1988,1018801
24803,high_income,82,Male,1989,1057543
24804,high_income,82,Male,1990,1096948
24807,high_income,82,Male,1993,1198817
24808,high_income,82,Male,1994,1240075
24809,high_income,82,Male,1995,1278647
24810,high_income,82,Male,1996,1290797
24811,high_income,82,Male,1997,1247840
24812,high_income,82,Male,1998,1179595
24813,high_income,82,Male,1999,1149724
24814,high_income,82,Male,2000,1155474
24817,high_income,82,Male,2003,1583886
24820,high_income,82,Male,2006,1738901
24821,high_income,82,Male,2007,1815319
24823,high_income,82,Non-binary,2009,1943820
24825,high_income,82,Male,2011,2071851
24826,high_income,82,Male,2012,2144552
24827,high_income,82,Male,2013,2191073
24828,high_income,82,Male,2014,2209710
24830,high_income,82,Male,2016,2297272
24833,high_income,82,Male,2019,2514429
24834,high_income,82,Male,2020,2554034
24837,high_income,82,Male,2023,2800817
24839,high_income,82,Male,2025,2955865
24840,high_income,82,Male,2026,2996758
24841,high_income,82,Non-binary,2027,2955122
24842,high_income,82,Male,2028,3237090
24843,high_income,82,Male,2029,3692587
24844,high_income,82,Male,2030,3864451
24845,high_income,82,Male,2031,3873371
24846,high_income,82,Male,2032,3884012
24847,high_income,82,Non-binary,2033,3905477
24849,high_income,82,Male,2035,4028840
24850,high_income,82,Male,2036,4110347
24852,high_income,82,Male,2038,4348085
24853,high_income,82,Male,2039,4438866
24854,high_income,82,Male,2040,4560706
24855,high_income_typo,82,Male,2041,4694457
24856,high_income,82,Male,2042,4813423
24857,high_income,82,Male,2043,4909149
24859,high_income,82,Male,2045,5040438
24860,high_income,82,Male,2046,5123314
24861,high_income,82,Male,2047,5166137
24862,high_income,82,Male,2048,5100440
24863,high_income,82,Male,2049,5100288
24864,high_income,82,Male,2050,5188682
24865,high_income,82,Male,2051,5253129
24866,high_income,82,Male,2052,5336888
24867,high_income,82,Male,2053,5392661
24870,high_income,82,Male,2056,5348519
24873,high_income,82,Male,2059,5346835
24874,high_income,82,Male,2060,5389237
24875,high_income,82,Male,2061,5452250
24876,high_income_typo,82,Male,2062,5557546
24877,high_income_typo,82,Male,2063,5606717
24880,high_income,82,Male,2066,5590872
24881,high_income,82,Male,2067,5610201
24882,high_income,82,Male,2068,5624228
24883,high_income,82,Male,2069,5628125
24884,high_income,82,Male,2070,5681419
24887,high_income,82,Male,2073,5848169
24888,high_income,82,Male,2074,5810157
24889,high_income,82,Male,2075,5751000
24892,high_income,82,Male,2078,5577860
24893,high_income,82,Male,2079,5552257
24894,high_income,82,Male,2080,5537940
24896,high_income,82,Male,2082,5590298
24897,high_income,82,Male,2083,5635298
24899,high_income,82,Male,2085,5693714
24900,high_income,82,Male,2086,5818575
24901,high_income,82,Male,2087,5929747
24902,high_income,82,Male,2088,6062133
24903,high_income,82,Male,2089,6205927
24904,high_income,82,Male,2090,6290175
24905,high_income,82,Male,2091,6290440
24906,high_income,82,Male,2092,6251706
24907,high_income,82,Male,2093,6229322
24908,high_income,82,Male,2094,6228323
24910,high_income,82,Male,2096,6186607
24911,high_income,82,Male,2097,6204799
24912,high_income,82,Male,2098,6207424
24913,high_income_typo,82,Male,2099,6135615
24914,high_income,82,Male,2100,6020253
24916,high_income,82,Female,1951,549302
24917,high_income,82,Female,1952,574091
24918,high_income,82,Female,1953,581755
24919,high_income,82,Female,1954,605610
24922,high_income,82,Female,1957,699731
24923,high_income,82,Female,1958,732030
24925,high_income,82,Female,1960,763430
24926,high_income,82,Female,1961,792680
24929,high_income,82,Female,1964,884873
24930,high_income,82,Female,1965,916166
24931,high_income,82,Female,1966,953543
24932,high_income,82,Female,1967,1007408
24934,high_income,82,Female,1969,1066106
24935,high_income,82,Female,1970,1108099
24937,high_income,82,Female,1972,1164877
24938,high_income,82,Female,1973,1194570
24939,high_income,82,Female,1974,1230883
24940,high_income,82,Female,1975,1275789
24941,high_income,82,Female,1976,1322208
24942,high_income,82,Female,1977,1373185
24945,high_income,82,Female,1980,1505796
24946,high_income,82,Female,1981,1561547
24948,high_income,82,Female,1983,1728746
24949,high_income,82,Female,1984,1758471
24950,high_income,82,Female,1985,1797092
24952,high_income,82,Female,1987,1908457
24953,high_income,82,Female,1988,1979320
24954,high_income,82,Female,1989,2057919
24955,high_income,82,Female,1990,2128529
24956,high_income,82,Female,1991,2195351
24957,high_income,82,Female,1992,2251935
24958,high_income,82,Female,1993,2288132
24959,high_income,82,Female,1994,2350730
24960,high_income_typo,82,Female,1995,2414969
24961,high_income,82,Female,1996,2433344
24963,high_income,82,Female,1998,2184899
24964,high_income,82,Female,1999,2093671
24965,high_income,82,Female,2000,2092695
24967,high_income,82,Female,2002,2638570
24968,high_income,82,Female,2003,2864206
24970,high_income,82,Female,2005,2963703
24971,high_income,82,Female,2006,2998375
24974,high_income,82,Female,2009,3124152
24975,high_income,82,Female,2010,3159460
24977,high_income,82,Female,2012,3270891
24980,high_income,82,Female,2015,3300175
24981,high_income,82,Female,2016,3357701
24984,high_income,82,Non-binary,2019,3550173
24985,high_income,82,Female,2020,3567608
24986,high_income,82,Female,2021,3655731
24987,high_income,82,Female,2022,3798954
24988,high_income,82,Female,2023,3865827
24989,high_income,82,Female,2024,3894267
24990,high_income,82,Female,2025,3990307
24991,high_income,82,Female,2026,4012413
24992,high_income,82,Female,2027,3923133
24995,high_income,82,Female,2030,5066487
24996,high_income,82,Female,2031,5074569
24998,high_income,82,Female,2033,5077820
24999,high_income,82,Female,2034,5142604
25000,high_income,82,Female,2035,5222346
25001,high_income,82,Female,2036,5298108
25002,high_income,82,Female,2037,5437944
25003,high_income,82,Female,2038,5552138
25004,high_income,82,Female,2039,5617523
25005,high_income,82,Female,2040,5720807
25007,high_income,82,Female,2042,5966034
25008,high_income,82,Female,2043,6057797
25009,high_income,82,Female,2044,6096417
25010,high_income,82,Female,2045,6147285
25012,high_income,82,Female,2047,6252603
25013,high_income_typo,82,Female,2048,6145996
25016,high_income,82,Non-binary,2051,6290449
25017,high_income,82,Female,2052,6363416
25018,high_income,82,Female,2053,6427647
25019,high_income,82,Female,2054,6384343
25020,high_income,82,Female,2055,6294427
25021,high_income_typo,82,Female,2056,6268982
25022,high_income,82,Female,2057,6229288
25023,high_income,82,Female,2058,6185318
25024,high_income,82,Female,2059,6201342
25025,high_income,82,Female,2060,6227419
25026,high_income,82,Female,2061,6287087
25027,high_income,82,Female,2062,6395737
25028,high_income,82,Female,2063,6430733
25029,high_income,82,Female,2064,6420981
25031,high_income,82,Non-binary,2066,6327863
25032,high_income,82,Female,2067,6316933
25034,high_income,82,Female,2069,6275388
25036,high_income,82,Female,2071,6328457
25037,high_income,82,Female,2072,6361412
25038,high_income_typo,82,Female,2073,6361310
25039,high_income,82,Female,2074,6293875
25040,high_income,82,Female,2075,6190629
25041,high_income,82,Female,2076,6090840
25042,high_income,82,Female,2077,6012768
25044,high_income,82,Female,2079,5933702
25045,high_income,82,Female,2080,5922122
25047,high_income,82,Female,2082,5960486
25052,high_income,82,Female,2087,6286850
25053,high_income,82,Female,2088,6414926
25054,high_income,82,Female,2089,6557111
25055,high_income,82,Female,2090,6639303
25056,high_income,82,Female,2091,6634794
25057,high_income,82,Female,2092,6592214
25058,high_income,82,Female,2093,6563005
25059,high_income,82,Female,2094,6555536
25060,high_income,82,Female,2095,6525234
25062,high_income,82,Female,2097,6511344
25063,high_income,82,Female,2098,6507118
25064,high_income,82,Female,2099,6426642
25065,high_income,82,Female,2100,6299247
25066,high_income,83,Male,1950,301055
25069,high_income,83,Male,1953,329086
25070,high_income,83,Male,1954,336051
25071,high_income,83,Male,1955,350980
25072,high_income,83,Male,1956,366115
25073,high_income,83,Male,1957,374472
25074,high_income,83,Male,1958,391139
25076,high_income,83,Male,1960,412672
25077,high_income,83,Male,1961,420192
25078,high_income,83,Male,1962,429194
25080,high_income,83,Male,1964,453824
25082,high_income,83,Male,1966,478653
25083,high_income,83,Male,1967,491553
